X,Y,fullDate,location,leakClass,month,date,weekday,year,week,lon,lat,ObjectId
-8478866.6161,5323870.712,2011/03/17 00:00:00+00,290 TEX SIMONE DR,0,3.0,17.0,,2011.0,11.0,-76.166954732534,43.078124168259,57
-8481583.6357,5320809.52349999,2011/03/17 00:00:00+00,829 EMERSON AVE,0,3.0,17.0,,2011.0,11.0,-76.1913621348733,43.0580348806298,58
-8482177.4353,5321100.4743,2011/03/17 00:00:00+00,EMERSON AVE & ERIE BLVD W,0,3.0,17.0,,2011.0,11.0,-76.1966963274371,43.0599445510374,59
-8477542.1689,5319883.8568,2011/03/21 00:00:00+00,W GENESEE ST & N FRANKLIN ST,0,3.0,21.0,,2011.0,12.0,-76.1550570209063,43.0519588244318,60
-8476905.8843,5319136.1764,2011/03/23 00:00:00+00,MONTGOMERY ST & E JEFFERSON ST,0,3.0,23.0,,2011.0,12.0,-76.149341179094,43.0470506269436,61
-8476149.3605,5313320.10340001,2011/03/24 00:00:00+00,DAWES AVE & S SALINA ST,0,3.0,24.0,,2011.0,12.0,-76.1425452101706,43.0088572204539,62
-8476840.1901,5319056.38579999,2011/03/26 00:00:00+00,411 MONTGOMERY ST,0,3.0,26.0,,2011.0,13.0,-76.1487510380546,43.0465268130733,63
-8479803.863,5319304.70449999,2011/04/01 00:00:00+00,1000 ERIE BLVD W,0,4.0,1.0,,2011.0,13.0,-76.1753741646866,43.0481569751011,64
-8479574.46,5319303.0695,2011/04/13 00:00:00+00,912 ERIE BLVD W,0,4.0,13.0,,2011.0,15.0,-76.1733134024754,43.0481462417986,65
-8472532.7825,5322432.4249,2011/04/13 00:00:00+00,JAMES ST & WOODBINE AVE,0,4.0,13.0,,2011.0,15.0,-76.1100569372345,43.0686861173162,66
-8477819.456,5318402.906,2011/04/28 00:00:00+00,807 S WEST ST,0,4.0,28.0,,2011.0,17.0,-76.1575479333065,43.0422366433761,67
-8472631.0121,5321576.03380001,2011/04/25 00:00:00+00,334 FOREST HILL DR,0,4.0,25.0,,2011.0,17.0,-76.1109393487448,43.0630657820018,68
-8472532.7825,5322432.4249,2011/04/23 00:00:00+00,JAMES ST & WOODBINE AVE,0,4.0,23.0,,2011.0,17.0,-76.1100569372345,43.0686861173162,69
-8478126.6947,5324046.8794,2011/04/22 00:00:00+00,819 HIAWATHA BLVD E,0,4.0,22.0,,2011.0,16.0,-76.1603079055073,43.0792800801658,70
-8478161.26689999,5323968.2939,2011/04/18 00:00:00+00,HIAWATHA BLVD E & FOURTH NORTH ST,0,4.0,18.0,,2011.0,16.0,-76.1606184728639,43.0787644487803,71
-8481388.08,5320520.81240001,2011/05/14 00:00:00+00,EMERSON AVE & LEWIS ST,0,5.0,14.0,,2011.0,20.0,-76.1896054281312,43.0561398518159,72
-8480085.7961,5321268.2222,2011/05/11 00:00:00+00,835 HIAWATHA BLVD W,0,5.0,11.0,,2011.0,19.0,-76.1779068128149,43.0610455458993,73
-8480085.7961,5321268.2222,2011/04/18 00:00:00+00,835 HIAWATHA BLVD W,0,4.0,18.0,,2011.0,16.0,-76.1779068128149,43.0610455458993,74
-8476184.6886,5312227.1127,2011/05/06 00:00:00+00,4710 S SALINA ST,0,5.0,6.0,,2011.0,18.0,-76.1428625678925,43.001677037914,75
-8476264.1224,5317549.1149,2011/05/05 00:00:00+00,1427 S MCBRIDE ST,0,5.0,5.0,,2011.0,18.0,-76.1435761338586,43.036630954996,76
-8471483.7397,5318450.30890001,2011/05/03 00:00:00+00,3012 E GENESEE ST,0,5.0,3.0,,2011.0,18.0,-76.1006332254251,43.0425478589337,77
-8470671.9765,5320145.9476,2011/05/03 00:00:00+00,123 POLK ST,0,5.0,3.0,,2011.0,18.0,-76.0933410325287,43.0536792438707,78
-8477000.22390001,5320633.0839,2011/05/18 00:00:00+00,E LAUREL ST & PROSPECT AVE,0,5.0,18.0,,2011.0,20.0,-76.1501886461398,43.0568767813506,79
-8475861.5071,5310180.99699999,2011/05/17 00:00:00+00,MAPLEWOOD AVE & COLDBROOK DR,0,5.0,17.0,,2011.0,20.0,-76.1399593790825,42.9882332363507,80
-8477751.5085,5319287.87450001,2011/05/31 00:00:00+00,299 WALTON ST,0,5.0,31.0,,2011.0,22.0,-76.1569375505288,43.0480464909247,81
-8478015.0675,5314611.59060001,2011/05/24 00:00:00+00,162 BERTRAM PL,0,5.0,24.0,,2011.0,21.0,-76.1593051413085,43.017340304116,82
-8477592.5813,5319671.54060001,2011/06/03 00:00:00+00,W WATER ST & S FRANKLIN ST,0,6.0,3.0,,2011.0,22.0,-76.1555098832006,43.05056510061,83
-8480886.3545,5319930.6778,2011/06/06 00:00:00+00,W GENESEE ST & N LOWELL AVE,0,6.0,6.0,,2011.0,23.0,-76.1850983512804,43.0522661709184,84
-8477400.1439,5321148.15669999,2011/06/04 00:00:00+00,E DIVISION ST & LOCK ALY,0,6.0,4.0,,2011.0,23.0,-76.153781188624,43.0602575112281,85
-8470470.911,5321565.9957,2010/06/07 00:00:00+00,BURNS AVE & CALEB AVE,0,6.0,7.0,,2010.0,23.0,-76.0915348304111,43.0629999007653,86
-8471308.7775,5320202.4544,2011/06/06 00:00:00+00,2646 ERIE BLVD E,0,6.0,6.0,,2011.0,23.0,-76.0990615132411,43.0540501601318,87
-8475729.96,5311262.4475,2011/06/02 00:00:00+00,LATTER DR & E CHELTENHAM RD,0,6.0,2.0,,2011.0,22.0,-76.1387776713774,42.995339166717,88
-8474491.457,5320094.9108,2011/06/17 00:00:00+00,321 N BEECH ST,0,6.0,17.0,,2011.0,24.0,-76.1276520096341,43.0533442313061,89
-8480255.7744,5319997.5663,2011/06/20 00:00:00+00,1312 W GENESEE ST,0,6.0,20.0,,2011.0,25.0,-76.1794337538635,43.0527052435646,90
-8478292.1009,5317559.2945,2011/06/21 00:00:00+00,RICH ST & WHITE ST,0,6.0,21.0,,2011.0,25.0,-76.1617937746828,43.036697793642,91
-8480871.0823,5320149.5857,2011/06/24 00:00:00+00,1900 W FAYETTE ST,0,6.0,24.0,,2011.0,25.0,-76.1849611587736,43.0537031247889,92
-8477382.1539,5319665.5161,2011/06/27 00:00:00+00,100 S CLINTON ST,0,6.0,27.0,,2011.0,26.0,-76.1536195817044,43.0505255530518,93
-8476036.297,5320084.5424,2011/06/28 00:00:00+00,316 HAWLEY AVE,0,6.0,28.0,,2011.0,26.0,-76.1415295434693,43.0532761714808,94
-8480151.06999999,5317355.6762,2011/06/29 00:00:00+00,318 LYDELL ST,0,6.0,29.0,,2011.0,26.0,-76.1784931782351,43.0353608342026,95
-8478203.3779,5321263.6706,2011/07/01 00:00:00+00,300 W KIRKPATRICK ST,0,7.0,1.0,,2011.0,26.0,-76.1609967624132,43.0610156722351,96
-8476897.309,5319373.0567,2011/06/30 00:00:00+00,300 E FAYETTE ST,0,6.0,30.0,,2011.0,26.0,-76.1492641458634,43.048605685862,97
-8476700.1494,5319377.0159,2011/06/30 00:00:00+00,300 S STATE ST,0,6.0,30.0,,2011.0,26.0,-76.1474930310425,43.048631676668,98
-8475490.366,5318135.75169999,2010/01/05 00:00:00+00,100 WAVERLY AVE,0,1.0,5.0,,2010.0,1.0,-76.1366253618556,43.0404826584135,99
-8475238.72240001,5318877.8561,2010/01/07 00:00:00+00,UNIVERSITY AVE & MADISON ST,0,1.0,7.0,,2010.0,1.0,-76.1343648089353,43.0453547749414,100
-8477082.78919999,5321083.5659,2008/01/23 00:00:00+00,ASH ST & N TOWNSEND ST,0,1.0,23.0,,2008.0,4.0,-76.150930342849,43.0598335735199,101
-8479116.481,5315728.71480001,2008/01/23 00:00:00+00,HIAWATHA LAKE,0,1.0,23.0,,2008.0,4.0,-76.1691993071203,43.0246771460122,102
-8478866.6161,5323870.712,2008/01/24 00:00:00+00,290 TEX SIMONE DR,0,1.0,24.0,,2008.0,4.0,-76.166954732534,43.078124168259,103
-8474852.6468,5314874.07159999,2008/01/24 00:00:00+00,JAMESVILLE AVE & THURBER ST,0,1.0,24.0,,2008.0,4.0,-76.1308966328122,43.0190642571248,104
-8472830.1453,5319295.9292,2008/01/27 00:00:00+00,200 CROLY ST,0,1.0,27.0,,2008.0,4.0,-76.1127281927162,43.0480993677704,105
-8473891.3177,5321418.6054,2008/01/26 00:00:00+00,107 MARIPOSA ST,0,1.0,26.0,,2008.0,4.0,-76.1222608665762,43.0620325526589,106
-8472085.0729,5317673.4286,2008/01/28 00:00:00+00,STANDISH DR & SHIRLEY RD,0,1.0,28.0,,2008.0,4.0,-76.1060350934692,43.0374471863455,107
-8472317.3136,5317287.7269,2008/01/31 00:00:00+00,JANET DR & EUCLID AVE,0,1.0,31.0,,2008.0,5.0,-76.1081213471732,43.0349146720556,108
-8482302.745,5320970.0978,2008/02/05 00:00:00+00,1211 MILTON AVE,0,2.0,5.0,,2008.0,6.0,-76.1978220036247,43.059088825588,109
-8477690.0652,5318666.77929999,2008/02/06 00:00:00+00,103 MCCORMICK AVE,0,2.0,6.0,,2008.0,6.0,-76.1563855959738,43.0439690379134,110
-8477618.7952,5315622.1387,2008/02/08 00:00:00+00,115 ROCKLAND AVE,0,2.0,8.0,,2008.0,6.0,-76.1557453666708,43.0239772330276,111
-8473694.1451,5315805.57619999,2008/02/13 00:00:00+00,200 MEADOWBROOK DR,0,2.0,13.0,,2008.0,7.0,-76.1204896349743,43.025181909876,112
-8478352.7945,5316801.39189999,2008/02/14 00:00:00+00,STERLING AVE & PALMER AVE,0,2.0,14.0,,2008.0,7.0,-76.1623389945681,43.0317212513413,113
-8478228.6442,5318163.90109999,2008/02/15 00:00:00+00,214 SLOCUM AVE,0,2.0,15.0,,2008.0,7.0,-76.1612237334479,43.0406674739141,114
-8478159.2977,5313793.29109999,2008/02/16 00:00:00+00,BARNES AVE & PALMER LA,0,2.0,16.0,,2008.0,7.0,-76.1606007832394,43.011965471549,115
-8473939.9185,5321874.2055,2008/02/17 00:00:00+00,TEALL AVE & JAMES ST,0,2.0,17.0,,2008.0,7.0,-76.1226974549908,43.0650226858171,116
-8470938.2828,5320257.07379999,2008/02/20 00:00:00+00,2740 ERIE BLVD E,0,2.0,20.0,,2008.0,8.0,-76.0957333027241,43.0544086851791,117
-8477994.06980001,5312125.4682,2008/02/22 00:00:00+00,171 HOPPER RD,0,2.0,22.0,,2008.0,8.0,-76.1591165157601,43.0010092621659,118
-8479265.68959999,5319942.4461,2008/02/28 00:00:00+00,408 N GEDDES ST,0,2.0,28.0,,2008.0,9.0,-76.1705396707793,43.0523434211761,119
-8477146.6702,5319136.7523,2008/03/01 00:00:00+00,E JEFFERSON ST & BANK ST,0,3.0,1.0,,2008.0,9.0,-76.1515041956357,43.0470544076284,120
-8479451.9454,5320685.2029,2008/03/03 00:00:00+00,805 SPENCER ST,0,3.0,3.0,,2008.0,9.0,-76.1722128350983,43.0572188778978,121
-8469498.3916,5320346.8973,2008/03/03 00:00:00+00,HEADSON DR & THOMPSON RD,0,3.0,3.0,,2008.0,9.0,-76.0827985399998,43.0549982875117,122
-8470315.7947,5320358.1022,2008/03/04 00:00:00+00,2921 ERIE BLVD E,0,3.0,4.0,,2008.0,10.0,-76.09014139698,43.0550718361872,123
-8472222.1705,5322443.6498,2008/03/05 00:00:00+00,2820 JAMES ST,0,3.0,5.0,,2008.0,10.0,-76.1072666621642,43.0687597808233,124
-8475853.4573,5319492.11549999,2008/03/08 00:00:00+00,800 E WASHINGTON ST,0,3.0,8.0,,2008.0,10.0,-76.1398870664988,43.0493872617142,125
-8472181.3677,5323433.9665,2008/03/09 00:00:00+00,357 N EDWARDS AVE,0,3.0,9.0,,2008.0,10.0,-76.1069001243754,43.0752583946204,126
-8476297.9,5319508.0721,2008/03/14 00:00:00+00,E WASHINGTON ST & S MCBRIDE ST,0,3.0,14.0,,2008.0,11.0,-76.143879563202,43.0494920099826,127
-8474338.8345,5314048.8248,2008/03/15 00:00:00+00,1300 JAMESVILLE AVE,0,3.0,15.0,,2008.0,11.0,-76.1262809783896,43.0136439428029,128
-8481958.7442,5319383.3637,2008/03/17 00:00:00+00,501 MYRTLE ST,0,3.0,17.0,,2008.0,11.0,-76.1947317918608,43.0486733478004,129
-8477777.7503,5324229.824,2008/03/20 00:00:00+00,SIXTH NORTH ST & WOLF ST,0,3.0,20.0,,2008.0,12.0,-76.157173284629,43.0804804371863,130
-8473155.0659,5320364.85390001,2008/03/22 00:00:00+00,RIEGEL ST & PEAT ST,0,3.0,22.0,,2008.0,12.0,-76.1156470041272,43.0551161541299,131
-8475166.8084,5323995.1063,2008/03/24 00:00:00+00,221 RIVOLI AVE,0,3.0,24.0,,2008.0,12.0,-76.1337187944818,43.0789403763151,132
-8482382.7101,5320790.1231,2008/03/25 00:00:00+00,1130 AVERY AVE,0,3.0,25.0,,2008.0,13.0,-76.19854034234,43.0579075430003,133
-8477384.3015,5324162.77440001,2008/03/30 00:00:00+00,LEMOYNE AVE & SEVENTH NORTH ST,0,3.0,30.0,,2008.0,13.0,-76.1536388739234,43.0800405064169,134
-8472210.3205,5321726.9023,2008/03/31 00:00:00+00,GLENCOVE RD & S COLLINGWOOD AVE,0,3.0,31.0,,2008.0,13.0,-76.107160211803,43.0640559412662,135
-8473155.0659,5320364.85390001,2008/03/31 00:00:00+00,RIEGEL ST & PEAT ST,0,3.0,31.0,,2008.0,13.0,-76.1156470041272,43.0551161541299,136
-8473155.0659,5320364.85390001,2008/04/01 00:00:00+00,PEAT ST & RIEGEL ST,0,4.0,1.0,,2008.0,14.0,-76.1156470041272,43.0551161541299,137
-8474593.9618,5315587.3825,2008/04/01 00:00:00+00,1300 E COLVIN ST,0,4.0,1.0,,2008.0,14.0,-76.1285728259195,43.0237489782916,138
-8476842.2364,5316996.3441,2008/04/07 00:00:00+00,100 E CASTLE ST,0,4.0,7.0,,2008.0,14.0,-76.1487694202803,43.0330013856076,139
-8472773.5155,5315755.7556,2008/04/08 00:00:00+00,1143 CUMBERLAND AVE,0,4.0,8.0,,2008.0,15.0,-76.1122194785674,43.0248547287138,140
-8473956.40569999,5322075.6708,2008/04/09 00:00:00+00,1345 TEALL AVE,0,4.0,9.0,,2008.0,15.0,-76.1228455620283,43.066344869211,141
-8482078.7983,5320726.73210001,2008/04/10 00:00:00+00,CHEMUNG ST & WILLIS AVE,0,4.0,10.0,,2008.0,15.0,-76.1958102561903,43.0574914641854,142
-8480437.4233,5317816.02660001,2008/04/11 00:00:00+00,601 GRAND AVE,0,4.0,11.0,,2008.0,15.0,-76.1810655336956,43.0383834572141,143
-8477355.9039,5323492.6085,2008/04/14 00:00:00+00,132 BRACE ST,0,4.0,14.0,,2008.0,15.0,-76.1533837739423,43.0756431910288,144
-8474603.7995,5315603.19259999,2008/04/15 00:00:00+00,E COLVIN ST & COMSTOCK AVE,0,4.0,15.0,,2008.0,16.0,-76.1286611994822,43.0238528082229,145
-8470671.9765,5320145.9476,2008/04/25 00:00:00+00,123 POLK ST,0,4.0,25.0,,2008.0,17.0,-76.0933410325287,43.0536792438707,146
-8478947.74129999,5320548.1878,2008/04/18 00:00:00+00,313 SAND ST,0,4.0,18.0,,2008.0,16.0,-76.1676834926048,43.0563195397371,147
-8476686.5606,5317795.0128,2008/04/22 00:00:00+00,BURT ST & S STATE ST,0,4.0,22.0,,2008.0,17.0,-76.1473709607752,43.0382454855679,148
-8469889.0909,5320345.2556,2008/04/23 00:00:00+00,124 HEADSON DR,0,4.0,23.0,,2008.0,17.0,-76.0863082515267,43.0549875114277,149
-8476170.2752,5312076.9045,2008/04/09 00:00:00+00,W SENECA TPKE & S SALINA ST,0,4.0,9.0,,2008.0,15.0,-76.1427330901173,43.0006902097672,150
-8476484.0345,5317670.10389999,2008/04/25 00:00:00+00,VAN BUREN ST & OAKWOOD AVE,0,4.0,25.0,,2008.0,17.0,-76.1455516378645,43.0374253568383,151
-8475225.108,5319690.099,2008/04/30 00:00:00+00,ERIE BLVD E & UNIVERSITY AVE,0,4.0,30.0,,2008.0,18.0,-76.1342425086992,43.0506869262284,152
-8481800.3254,5320023.1648,2008/05/02 00:00:00+00,HERKIMER ST & CHARLOTTE ST,0,5.0,2.0,,2008.0,18.0,-76.1933086915675,43.0528732776138,153
-8479394.5534,5319304.53109999,2008/05/06 00:00:00+00,836 ERIE BLVD W,0,5.0,6.0,,2008.0,19.0,-76.1716972739904,43.0481558367803,154
-8470938.2828,5320257.07379999,2008/05/14 00:00:00+00,2740 ERIE BLVD E,0,5.0,14.0,,2008.0,20.0,-76.0957333027241,43.0544086851791,155
-8476380.2448,5315619.75840001,2008/05/11 00:00:00+00,2400 S SALINA ST,0,5.0,11.0,,2008.0,19.0,-76.1446192791261,43.023961600887,156
-8474780.30399999,5320068.7467,2008/05/20 00:00:00+00,333 ELM ST,0,5.0,20.0,,2008.0,21.0,-76.1302467663828,43.0531724858507,157
-8474780.30399999,5320068.7467,2008/05/20 00:00:00+00,333 ELM ST,0,5.0,20.0,,2008.0,21.0,-76.1302467663828,43.0531724858507,158
-8476060.62369999,5323825.12419999,2008/05/23 00:00:00+00,319 HILLSIDE ST,0,5.0,23.0,,2008.0,21.0,-76.1417480739335,43.0778250430718,159
-8476060.62369999,5323825.12419999,2008/05/23 00:00:00+00,319 HILLSIDE ST,0,5.0,23.0,,2008.0,21.0,-76.1417480739335,43.0778250430718,160
-8475643.4263,5309874.2605,2008/05/24 00:00:00+00,100 HAYES TER,0,5.0,24.0,,2008.0,21.0,-76.1380003259244,42.9862176009124,161
-8476023.5739,5320084.33409999,2008/05/27 00:00:00+00,320 HAWLEY AVE,0,5.0,27.0,,2008.0,22.0,-76.1414152499174,43.0532748041657,162
-8480181.8537,5316362.29279999,2008/06/02 00:00:00+00,WOODLAND RESRV,0,6.0,2.0,,2008.0,22.0,-76.1787697129173,43.0288378528961,163
-8479813.1662,5319755.42979999,2008/06/03 00:00:00+00,205 APPLE ST,0,6.0,3.0,,2008.0,23.0,-76.1754577367541,43.0511157848252,164
-8476468.39599999,5319942.44360001,2008/06/03 00:00:00+00,207 BURNET AVE,0,6.0,3.0,,2008.0,23.0,-76.1454111548288,43.0523434047655,165
-8471288.3782,5317544.4967,2008/06/10 00:00:00+00,438 BROOKFORD RD,0,6.0,10.0,,2008.0,24.0,-76.0988782632113,43.0366006321465,166
-8475115.3362,5319978.9879,2008/06/11 00:00:00+00,310 LODI ST,0,6.0,11.0,,2008.0,24.0,-76.1332564118422,43.0525832906704,167
-8482260.8722,5321103.9685,2008/06/14 00:00:00+00,1318 WILLIS AVE,0,6.0,14.0,,2008.0,24.0,-76.1974458538624,43.0599674850358,168
